Sentence	Request
Although the power traders or originators should already understand these risks for the product when they are transacting, please meet with Davies and Zufferli ASAP to ensure that they are cognizant of these risks when they are transacting.	1
Also, could you please add me to your distribution list?	1
Let's set up a call for 2 p.m. this afternoon and discuss the other items.	1
Please examine these billings for accuracy.	1
Please call me with any questions or comments you may have.	1
If you have a question about the status of your order, please email customerservice@totalsports.net.	1
Please give me a call when the rep. is scheduled to go out.	1
Please mark your calendars with this date, and I look forward to seeing you there.	1
Please give me a call ASAP on marketing affiliate issue on TW Enron Online deal.	1
Stacy, please share the language you are using for the Transaciton Agreement to compensate for the Credit Agreement expiry in December with Sara so the financial confirmation can be modified as well.	1
Please contact the Crude Oil desk.	1
Please take both of these amounts and add them to the synthetic storage variance section in Economics.	1
Please reconfirm as necessary.	1
If Enron agrees this is the final form, please call me to confirm this is in final form for signature purposes.	1
Let's pls meet @ the hotel's lobby at 6:30pm.	1
Sue - Calpine is hosting a pre-meeting at a law firm near the Governor's office in L.A. Enron is invited, so please forward this to the appropriate people.	1
Please take a look at the following meters which are showing up with variances on my UA4 report.	1
Please approve and forward for payment.	1
Please give me your thoughts on this vacancy issue.	1
Please confirm with Sheila what time we will have the call this week.	1
Can you help me get these drafted in the next few days?	1
Will you please initial the two pages I faxed to you on 8/13 and fax back to me ASAP so that I can have the agreement signed here in Houston?	1
Please ensure that the focus is on coverage, deal flow and building markets.	1
Please review the membership list and advise if any deletions are required.	1
Please send your comments to investor.feedback@multex.com.	1
Please deliver drafts to Elliot Bonner for distribution to the customer.	1
Can you grant Chris Dorland all requested access for EOL trading.	1
Joe, couple of points - a please check spelling and typos closely and b in the first paragraph of the second page starting The Commercial Origination.... should end with .... knowledge necessary to reach our goals.	1
Please put the new hire thing at the doubletree on Monday on my schedule.	1
Could you also please send a copy to Andy	1
So, could you point me to a desk and set uf curves that're messed up in production?	1
Check out the database and make sure that I got all PGE docs and then we can forward an email to users.	1
Stacey, I need your help in clearing PMA's for Oasis.	1
Please log onto the Portal http://www.digitalmediaweb.com to view past features and interviews.	1
Please approve and autoschedule deal # 533181.	1
Can you please help Greg get this info.	1
please print on legal	1
newgallery@sprynet.com newgallery on 09/22/2000 10:47:44 AM Please respond to newgallery@sprynet.com To: Jeff Shankman jshankm@enron.com cc: Subject: Bisttram 2	1
Please countersign and date and keep one copy of each for your records while returning the others to me here.	1
Please take a look at the memo and give me your comments.	1
Please update the attached list and forward to Jay Williams and me.	1
Please reply and let me know!	1
Please give me the original fax.	1
Also please add our Electric Managing Attorney, Felicia Thomas-Friel, Esq., fthomas@rpa.state.nj.us	1
Please take a look at this week's special offers below.	1
When you get a chance would you redraft the CES invoice and call me?	1
-To: benjamin.rogers@enron.com, ron.coker@enron.com X-cc: tirwin@alleghenyenergy.com, jhammer@alleghenyenergy.com, jlapcev@alleghenyenergy.com, William F Henze wfhenze@JonesDay.com , Michael F. Dolan mfdolan@JonesDay.com , Michael C. Gibbs mgibbs@JonesDay.com X-bcc: X-Folder: Benjamin Rogers Dec2000 4 Notes Folders Genco-jv ipo X-Origin: Rogers-B X-FileName: brogers.nsf	1
Please reserve a conference room for the people listed above at 3:00 PM, tomorrow.	1
Please call the help desk at 713-8534-777 for assistance.	1
Randy, please call me or Ron about the attached.	1
Would you recommend the adoption of a program?	1
Twanda, will you please handle this?	1
Also, can you send Peter the remaining Exhibits he requested B-1 and H-2 .	1
Darrell Duffie duffie@Stanford.EDU on 12/13/2000 11:46:28 AM Please respond to Darrell Duffie duffie@Stanford.EDU To: Vince.J.Kaminski@enron.com cc: Subject: Re: Full version	1
Please order me a 3 hole punch and more letter size red ropes.	1
Once you receive this check, please mail to Craig at his home address, on the system, return receipt requested.	1
Yes, Please send them to me for my review.	1
Can you call me at 225-3880-447 so we can discuss this?	1
To be removed from future mailings of this nature, please REPLY to this message and type REMOVE in the subject line 000-1045-917	1
Can you come see me when you get in.	1
Kay, Could you pull and send me copies of any Confidentiality Agreements any Enron entities have with the following companies:	1
Give Molly a call and check with her.	1
Please review the protocol carefully.	1
If that date doesn't work, would you please include my assistant, Twanda Sweet, on the distribution, given that I will be out at the law conference for the rest of the day and tomorrow?	1
20 Please spend a few minutes reading the following overview on the situation 20 and our position on California energy issues.	1
Lia, would you see if we even nominated the intraday on the 13th to Black Hills?	1
Hi Eric, Please send me the wedding photos when you get a chance.	1
Cooper, Can you give access to the new west power site to Jay Reitmeyer.	1
Michael Vrtis michael.vrtis@realgy.com on 11/13/2000 06:58:19 AM Please respond to Realgy support@realgy.com To: Vince.J.Kaminski@enron.com cc: 20 Subject: Retail energy proposal generator and sales management solution.	1
Please RSVP to Adriana Wynn at 713-3455-176 .	1
Please state your full name: 2.	1
Please send Keith an email so that we may set an agenda.	1
pls print this and hand it to me.	1
If you have any e-mails that relate in any way to Enron's public statements regarding the Enron Corp. Savings Plan or any e-mail regarding financial transactions involving these matters, including accounting issues related to these matters, please forward the e-mails to enron.savingsplan@enron.com.	1
Please post for the same time period as the earlier 2.	1
Stop by the store and check out what's online NOW.	1
Would you forward your final wording.	1
Scott, please drop by and brief me on these.	1
Please pay the disputed amounts.	1
For the month of March, please provide a completed Hours survey for each position within your group.	1
Please review the list and let me know ASAP if you know anyone on the list and would be willing to make calls.	1
Please call me at x36027 to discuss.	1
Would you please review once more before routing to Ken, Jeff and Joe.	1
please put me on the continental flight to tokyo on sunday as well.	1
Please do prepare execution sets of everything.	1
Please review and let either Shari or I know if you have any comments or thoughts - while EEI's message does not indicate when comments are due I have a call into EEI but have not yet heard back , I have asked Shari to help coordinate all comments so we can get back in touch with EEI within the next week or so.	1
Could you please send me the deal tickets on the following sleeves and make sure they show the date of the transaction: EES Deal tracker #'s 4691 and 4709 Please fax to 503-4643-740 .	1
Tricia, Please send these to Kristen Clause in the future.	1
Mary- could you get Heidi or Lisa to check the transport rate we currently show on this?	1
I need you to find out what's going on with this point and the transport on Channel.	1
Please view your invitation and RSVP NOW; it's as easy as clicking on the URL below!	1
Per my voice mail, please respond to the remaining issues raised by ConEd's lawyer:	1
Please send a list of corporate types who could act a executor.	1
Please review any prerequisite material to validate your eligibility in this class.	1
Further to our conversation of last Friday, could you please verify if we are meeting at 1.30 pm or 1 pm tomorrow.	1
Can you drop me some directions again.	1
Please email the document to me when it is done.	1
As soon as you add an item to your Shopping Cart, it immediately appears in a small window on the top left side of the page.	1
Please delegate this project and any others to someone else.	1
Can you copy me also.	1
Just give me the word and we will try to arrange a convenient date.	1
Can you forward me some information regarding the French firm we discussed last week?	1
Remind me to check the Harry & David's catalogue for something nifty.	1
Maria, I won't have a chance to look at this until Friday--pls take a look and get back to Bill.	1
can you send another.	1
Please, forward their resumes to us and we shall set up an interview for them.	1
Please email the answers.	1
Could you fax your mutual or sign the attached and fax to 512-2637-825 ?	1
Please,send me your updated resume as well.	1
Please change to 2 settlement periods, 5 days after each respective leg has been set.	1
you can go ahead and make the changes.	1
Please remove me from this mailing list.	1
Also, send the wire confirmation email to : melissa.beckett@entergykoch.com	1
Please check to see if this deal should be arizona public service, with whom we have transmission.	1
If you have any questions or if I can assist in facilitating this request, please give me a call.	1
Please come and meet her.	1
Please confirm whether these groups are acceptable.	1
Dennis and Jerald--please confirm accuracy.	1
ok, just send them to TJ when you can and ask her to put them on my calendar.	1
If you would like to add other participants from your organization to this distribution list, please also email such request to the GISB office.	1
Also take a look at AB 1007 Wayne relating to internet privacy I've linked it below .	1
Please forward this to a friend!	1
Please respond to the email.	1
Can you sende the attachment to all of the people ex Enron only on the lists see in attachment and copy to Par Odonnell and Mark Bridges - Dave Forster has their emails.	1
Guys can you give me a view on Q4 earnings ie deals and value.	1
To avoid confusion - please respond to everyone on the list above so that we can ensure that HR continues to be in the loop with this effort.	1
To that end, please invite those colleagues of yours that could benefit from this presentation and please let my assistant, Darlene Forsyth at x37254 , know who will be attending so we can reserve the right size conference room and order lunch.	1
Please read email below and let me know if you are interested.	1
Please call me when you get a chance.	1
Please inform me when you anticipate your respective reviews of the ISDA documentation and Japanese Weather GTC documentation will be completed.	1
Please review and lets discuss.	1
Sue, can you make sure that Jeremy and team have a synopsis and outline of next steps.	1
Let's make sure to do this once a month.	1
Please advise me ASAP your availability for said meeting.	1
Please contact me with questions regarding MidC schedules.	1
Please remind me/reassure me about the Educational IRA.	1
Could you check that Joe Stepenovitch is mapped in Test and Production.	1
International bidders please e-mail me.	1
Please include auction # and all shipping info.	1
John: Please call me when you have had a chance to review.	1
Please make all transmission purchases or other sales under their book.	1
keegan will call everyone tomorrow/coordinate a time for the meeting for next week.	1
Please give me a contact name and # for this deal ASAP.	1
Here are the questions from Allegheny regarding Gleason.	1
Hello - please can the lunch with Frank and Mark be on the Monday 15th may - 12.30 to 1.30	1
Please call me if you have any questions about the information contained in the database.	1
Could you please contact Susan Flynn at 39075 about this and she will take car of preparing the paperwork to take care of the ISDA's.	1
Please review and let me know if you have suggested changes.	1
pls print all this stuff.	1
Please indicate your approval via REPLY WITH HISTORY.	1
In the meantime, however, please make a note in your diary.	1
Will you please prepare a credit worksheet for Frontera?	1
Make sure you include yourself in the Turkey Run on Thanksgiving in Chicago.	1
please execute on Enron's behalf and send me copy.	1
Please email a copy to Kim Ward and also to me.	1
Please email Marian Bryant with the ISC the approval for the roll over and the date you would like for this to happen.	1
Will you look at the attached file and let me know who I should allocate the 27.11% to?	1
Please verify the following info; The confirm for deal 169036 NA0713.1 shows a price of 2.295 .6800, according to CES this should be a price of 2.795 .6800.	1
Can you go ahead and do what is necessary here.	1
Please confirm your location.	1
Please send out confirm at your earliest convenience.	1
Can you get as much info on this as possible?	1
Could you please forward me i copies of the Service Agreement, Capacity Release materials and executed PGT Agreement for the 67,000 MMBtu of transport acquired in 1998, and ii the Tariff provisions that deal with the matters described in Travis' e:mail.	1
Could you call me on Monday between 2 and 4p.m your time on 331-4604-011 0;or after 10 a.m on my cell 33-6080-742 00 I tried 2 times unsuccessfully on Friday to reach you.	1
Please, go ahead and buy a copy.	1
Can you folks help me get the info on OFOs on the LDCs below to Colleen Sullivan, who is working with EES on this.	1
Please complete or decline these requests as soon as possible by logging into PEP at http://pep.enron.com and selecting Complete Feedback from the Main Menu.	1
Can you check on the name of RAG American Coal Sales Company.	1
Go ahead and notify.	1
713-2288-470 Off 713-2284-147 Fax 909 Texas Avenue Suite 1314 H ouston, TX 77002 www.syncrasy.com Sales: 713-2284-407 D evelopment Offices: 970-2474-139 Off 970-2477-951 Fax 835 Main Avenue Suite 221 Durango, CO 81301 09 09 IMAGE Complimentary version of Trader Summary from Syncrasy, LLC and APB Energy Inc. - If you woul d like to receive this product early in the morning please call Syncr asy at 713-2284-407 for more information or send an email to subscrib e TraderSummary@syncrasy.com - If you would like to be added to this da ily email list please send an email to TraderSummaryemail@syncrasy.co m - If you would like to be removed from this daily email please reply to this email with the words CANCEL or send an email to cancel trad ersummary@syncrasy.com Data last updated: Monday, Feb 04, 2002 at 07: 05AM EST Commentary last updated: Monday, Feb 04, 2002 at 09:14AM EST M eteorologist: Andy Weingarten... APB Energy / True Quote Congratulation s Andy Weingarten, APB Energy!	1
Please list all Notes databases applications that you currently use: Project Tracking	1
Please, call my assistant, Shirley Crenshaw 713-8535-290 to discuss the exact time of your visit.	1
Please contact the ICE help desk at 770-7382-101 should you have any questions.	1
Simone, Please change the heading under the transaction summary from Global Products to Global Markets .	1
Please keep me posted as we additional counterparties.	1
Send me a list of what you want to purchase and from where - as well as the address where you want it shipped.	1
Please confirm absolutely that fax signatures will be sufficient.	1
09 09 09 IMAGE 09 09 09 09 09 09 09 09 09 09 IMAGE 09 09 09 09 09 IMAGE 09 09 IMAGE 09 09 RIGZONE IMAGE IMAGE IMAGE 09 IMAGE 09 09 IMAGE 09 09 home news search maps data jobs market store 09 IMAGE 09 09 09 09 09 IMAGE 09 09 IMAGE 09 09 Get 1 Month Free!	1
Please prepare a draft and send out at your earliest convenience.	1
Please review and let me know if you have any comments.	1
Patti: Please forward this message to Tom Hopwood.	1
My request is, within each office would you please gather as one big happy family and dial into the call if/where possible to help with the number of available lines.	1
Please prepare an amendment to increase the existing 15MM guaranty provided by Bridgeline Holdings to 25MM.	1
Please would you advise whether trading with counterparties from your jurisdiction s in such products would give rise to any specific legal issues.	1
CASHOUT Please add the following fees for Feb. 2000:	1
Please remove me from the list.	1
I'll do it- Please send me details.	1
Since we will release the paper on 15 May and will create completed published versions in both English and Japanese by 11 May, please send us any comments by the end of this week, i.e.	1
Any time a unit is going to come up and it is not on the dispatch please call to inform and to double check with the person sending out the dispatch we have their cell #'s for this reason.	1
Also, please check on deal 148659.	1
Please write up a ticket transferring my CIG and WIC April physical positions to IM denver.	1
Take a look and let me know.	1
Can you please help me resolve this pricing issue.	1
Tana, please look at that list as soon as you can.	1
I am attaching your order so please find out & send back to me.	1
Please call me with any questions, Janet	1
Please confirm with Kay.	1
Can you add these slides to the Texas Gas Plan Presentation for 2001 behind pg.	1
Can you possibly come on the 21st?	1
Please look at the following and let me know if you see anything that should be changed from a legal standpoint.	1
If you have any questions or comments before we get together on Monday, please call me on my cell phone at 713-5695-786 .	1
Kaye: Please schedule Sam for an hour on Friday.	1
Lucy: Could you please forward this on tio the right person?	1
Check out the Election links, electoral map page...	1
Please review and send me any comments in the morning.	1
please rsvp yes for me	1
Please drop me a voicemail or an e -mail when you have the time.	1
Please e-mail or give me a call at your convenience regarding this matter.	1
Would you tell me who I should speak with please?	1
In your e-mail, please indicate the number of seats you're interested in purchasing for the full season no partial season or individual games .	1
Please switch my sitara access from central to west and email me with my password.	1
Please remove her name from all mailing lists.	1
Please confirm you received this e-mail.	1
Please review the attached spreadsheet for Stack Manager and Website Access for the UBS Online Trading Platform and note any necessary changes.	1
Please call or e-mail Charlotte Martin at 916-3512-118 / cmartin@caiso.com to request a meeting in person or via conference call with PwC to discuss the scope of this study.	1
Please review and add and change the language as you believe better 20 represents your business.	1
IMAGE IMAGE To receive our e-mails in a text-only format, please reply to this message and type change to text in the subject field.	1
Could you send them again maybe in a different format .	1
-Origin: Quigley-D X-FileName: DQUIGLE Non-Privileged .pst	1
Can you look into this	1
Please check with Robert Quick on this.	1
Neal, can you help with this?	1
Please read them and call me with any questions: 503-4648-862	1
Also, could you please include Andrea Dahlke and Tom Chapman on all Position related e-mails.	1
Please forward those at your earliest convenience.	1
Please call me at 713-2211-131 with your questions.	1
Please see if the attached format documents the par forward transactions in a manner more like CIBC and a little different than the ENA format .	1
please put in rolodex.	1
So take a few minutes to check your pulse and tell us what you think and how you feel about your job and about Enron.	1
To reserve a seat, please call Stephanie E. Taylor at 5-7928	1
Please check on the actual storage capacity volume on FSS contract 63304.	1
Americas Remote Sites -- please print this newsletter for each of your employees, and, please post it on your bulletin boards.	1
Please call me with any comments.	1
2 Please confirm that the first trade date was 6/16/00 .	1
I just spoke with Bob, and he said he wasn't told about these trades, but to go ahead and enter them into the system.	1
Please take a moment to click on the link below for an invitation from APB and True Quote.	1
Please amend on this email and return asap.	1
Please make changes as you feel necessary and send them back to me.	1
Please provide an explanation as to why the trade date is prior to the deal entry date for the following deals:	1
When he is able to give you the values, will you call Dave Forster @ 3-1861 and let him know the values.	1
Please give me a call next week my direct line is listed below.	1
Per Sara Shackleton's request, please review the attached e-mail that I had previously sent to Mark Elliott with respect to a brokerage agreement between ENA and Investment Technology Group Limited and let me know if you are able to respond.	1
Rae, Please print the cover letter on ENA letterhead and attached a hardcopy of the response.	1
Before submitting a referral, please read the attached policy for eligibility guidelines and procedures.	1
Edmund can you expedite getting the changes to the ENA GTC so the US can sign off, given our short timescale.	1
Please provide us with a NYMEX quote and a basis quote.	1
Please check with backoffice on this.	1
-Origin: JONES-T X-FileName: tjones.nsf	1
Would you fax me a copy of the resolution.	1
To Stan's Direct Reports: Please provide me with your home phone number and a pager or cellular number.	1
Please build a new point as both a receipt and a delivery on Transwestern.	1
Can you add Errol to the first list?	1
Please try to forward this information to me at your earliest convenience.	1
Please update my bio to include Human Resources and add some boilerplate on Enron.	1
Eric, please prepare the amendment per Ed's request.	1
Please forward any comments you have ...	1
please call and splain what's going on here.	1
Can you give David a call?	1
Please reply ASAP if these two days April 14 & 15 will work.	1
In the event that you require additional time to process work on either day, or have questions regarding early close procedures, please call Fred Tantao 2992-045 , Rob Stasi 2992-067 , George Henderson 2992-071 , Les Faison 2992-070 NYMEX Division or David Sherman 2992-061 , Michael Campanelli 2992-072 COMEX Division .	1
Your commitment to the orientation is appreciated and please call me at x33597 if you have any questions.	1
could you send again?	1
Please send me the most current vision and a copy of the implementation timeline by next Wednesday.	1
Can you help me?	1
Stephanie, please put this in rotation.	1
-Origin: Rogers-B X-FileName: brogers.nsf	1
Could you talk to Randy about the Northwestern sale and get him connected up with the dox?	1
Hey buddy, please include Kathy on you distribution in the future.	1
Please, send a copy of the book to Pedro Fernando.	1
Please ask Bruce to check his availability.	1
Kay - Can you please print out two copies, initial and I suppose your assistant can coordinate with Jeff's to make the delivery to Janet.	1
Please set up the following CGAS contracts.	1
Please provide a cc to Dave Schulgen, Jeff Maurer and Ben Bell.	1
floyd&lisa luznmymind@argolink.net on 02/02/2000 11:29:48 PM Please respond to luznmymind@argolink.net To: *DARLENE NKarolina@aol.com , *DONNA GAputernut@aol.com , *DOROTHY dot1@argohouston.com , *JULIE HaulinKDZ@aol.com , Cheyenne Chy1975@cs.com , JOHNNY&MARGARET Jbarm1965@cs.com , Leslie Smith/HOU/ECT@ECT, Lorraine Buskey akchaterbx@yahoo.com , PAULA sheba@argohouston.com , Tammie Bolling tammiebolling@hotmail.com cc: MrsAAC@aol.com, Mcintyre3g@aol.com, TrishAmom@aol.com, Deeturmnd@aol.com, Jwapond@aol.com, Birdladymn@aol.com, Sherlito@aol.com, DRKOLB3@aol.com, Lorisdc@cs.com, Walkingmom756455@aol.com, COrla45218@aol.com, MemphisPanda@aol.com, NiknHazX3@aol.com, Accola387@aol.com, SOSTAIL@aol.com, SherryGage@yahoo.com, Anna CNA630@aol.com Subject: Fwd: Check out Butterflies	1
Cheryl: Please set up an hour and a half meeting with the people addressed under cc: above to discuss the subject listed above.	1
Please take me off this list.	1
Please review ASAP as they are trying to file today to meet the response deadlines.	1
Please direct further questions regarding this message to your e-mail administrator.	1
Can you support me also if possible today with this timestamp information?	1
Please contact any of the following Steering Committee members to make a donation, sign up as a walker, or ask any questions you may have.	1
invite them to attend, if the FERC folks agree; ask the FERC folks to do the inviting; ask the FERC folks to help set up meetings afterwards or a follow on if they like what we do and think it useful for Commissioners; try to do a walkaround -- that is, offer to have Jerry, Bill, Susan visit commissioners individually Friday a.m. after the course or Thursday a.m. before the course?	1
Sara, will you check the Deemed ISDA form re incorporation of definitions.	1
If those are available, please provide them to Ben.	1
Can you get it to her when Jeanie gets it.	1
Take me off this list please	1
To reserve a seat, please call Stephanie E. Taylor at 5-7928 Cost 25.00 Per Person No Shows will be charged 50.00 * Please bring your Lexis-Nexis login ID and password.	1
Please re-draft and let me know if there are further discrepancies.	1
give me a call at work or at home when you can go.	1
Tana/Sara - Could one of you please call me at 416-9839-473 to discuss the ISDA Schedule?	1
Please prepare a new Master Physical draft per terms of the attached credit worksheet.	1
Could you double check my numbers please?	1
Please change your password by going to http://home.ets.enron.com and pressing the Change User Info link on the navigation bar.	1
Please run the NTPrint icon on your desktop to get the latest changes.	1
Jeff - please put these items together.	1
I have not yet done the performance reviews for several people in the group.	1
Kim, please forward to the traders.	1
can you please get this right.	1
Will you two please get this info to Dutch.	1
Please complete Hayden's form for your respective regions.	1
Would you forward this email to the person that handles COH?	1
Please email me back and let me know if you will be there for the Friday night dinner 8:00 - Wimberly and if you want to get a manicure/peticure on Saturday.	1
But there is something you can do to help make things right: please donate this money to funds set up to help repair the lives of Americans hurt by Enron's misdeeds.	1
Please revise the body of the proposal to also reflect the changes made to the cover sheet.	1
Give me your new address please!!!!	1
Please check the gd swap cheyenne positions for March.	1
Please make sure that your Team Assignment #1 report has this first page filled out completely for each member before you submit it on April 19/20 in class by 6 PM .	1
If you do not want to receive this email please reply with unsubscribe me as the subject line.	1
Peggy Davies Peggy Davies@baylor.edu on 03/30/2000 04:21:36 PM Please respond to Peggy Davies Peggy Davies@baylor.edu To: Andres Almazan Andres.Almazan@bus.utexas.edu , Murray Carlson carlsonm@mail.utexas.edu , Kent Daniel kent@kent.kellogg.nwu.edu , Wayne Ferson Harper1@U.Washington.edu , Denis Gromb dgromb@MIT.EDU , John Hund Jhund@mail.utexas.edu , Narasimhan Jegadeesh jegadees@uiuc.edu , Cindy Justice Justice@enron.com , Matthias Kahl matthias.kahl@anderson.ucla.edu , Vince Kaminski Vince.J.Kaminski@enron.com , Anthony Lynch alynch@debit.stern.nyu.edu , Thomas Noe tnoe@mailhost.tcs.tulane.edu , Robert Parrino Parrino@mail.utexas.edu , Manju Puri puri@Stanford.EDU , Ehud Ronn eronn@mail.utexas.edu , Laura Starks starks@mail.utexas.edu , Andrew Subra subrahm@anderson.ucla.edu , Steathis Tompaidis stathis.tompaidis@bus.utexas.edu cc: Subject: Texas Finance Festival URGENT Request	1
What would you do if: Your child care provider calls in sick?	1
Taffy: Could you please schedule a meeting for next week for our entire group including Jason Peters for 11/2 hours to go over changes that need to be made to our forms?	1
Give me a call when next you are in Ft. Lauderdale 305-7983-559 .	1
Also, send me a copy of your resume.	1
Please sell this length at Palo and notify IID of the schedule.	1
Please print and put in folder Northwestern documents 4/19 .	1
Please RSVP to Teresa Nava at 713-6467-668 .	1
Please advise me soonest your availability for a conference call re: the above-referenced topic on Thursday, November 30th at 3:00 PM PST.	1
Please send reply to ME, ASAP.	1
Please contact me as soon as possible with your comments.	1
Could you check with a tech person at Enron to find out whether your paging provider is compatible with Air Source Pro and whether Enron subscribes to nationwide service?	1
Make your checks payable to Enron Cycling Club and send to address below.	1
Come by and see me when you are in Houston.	1
Check with Daren Farmer when you get ready to do the flash invoice on the first to confirm the MidCon volume amounts and dates	1
Please send to all the VE attys	1
Kate, please check price 530376.01 Swerzbin Enron Sells Wesco June Pv 25 mws	1
Lets go ahead and send the revised schedule to corporate.	1
Brent R. Larsen brent.larsen@redm To: stanmarek@marekbros.com eteor.com cc: Subject: Follow-Up - Brent Larsen 02/19/01 05:26 PM Please respond to brent.larsen	1
Can you please prepare a Unanimous Consent for Enron Midstream Services, L.L.C.	1
Kay, please add these in for the final circulation.	1
Could you ask Mike who did the trade which is correct?	1
Please send information on my recommendation to the following person:	1
Please forward any such documentation to Cheryl Johnson.	1
Please review and provide any comments you may have.	1
Hey buddy, could you enter these Sitara numbers in the CES retail worksheet for March for the NIMO contracts k#5A2383 deal 204522 k#5A2382 deal 204527	1
Finally, can you fax me the application and lease from #9.	1
Would you please provide another method of accessing the survey?	1
Please calendar for me.	1
Could you run a NX3 position report for our book please.	1
Please give me a call when you get this.	1
please get on calendar	1
Could you please check and let me know which volume is good.	1
Please keep this for reference as we create a holiday contact list.	1
Please take a look @ the following and let me know, which FAX machine you choose or if you need information on something smaller, then I will have the Vendor contact you directly to finalise installation.	1
Anne, per our discussion, could you get with Rosalie Fleming about this?	1
To login please use this URL: http://www.news-review.co.uk/cgi-bin/gen5?runprog wcpr&access 20-972-6564-010 86&type login	1
Please review and provide me your comments.	1
Neil Mann nmann@erac.com on 01/22/2001 04:11:02 PM Please respond to nmann@erac.com To: C. Kay Mann E-mail Kay.Mann@Enron.com cc:	1
Paul: Could you please resend the hedge fund email?	1
Can you please provide me with a list of people for this purpose.	1
Please transfer the storage balance of 420 dth from contract 530750 to VNG contract 300008.	1
Please forward to me if you do.	1
Hi Vince- Please examine.	1
Joe: Per my voice mail, see part iii of the above and please revise to provide accurate description of the condition to which you agreed with MediaNews.	1
Upon your review, please give me a call to discuss same.	1
Please review and if acceptable, please start the execution process by printing two originals of each document.	1
If fact, please review the confidentiality provisions in the GE agreement so that we can discuss same.	1
Pls review and let's discuss asap.	1
Can you please fax the evaluation to me at your earliest convenience at 713-6463-441 and send the original via interoffice mail to EB1171.	1
Will you attend the meeting at FERC?	1
Susan: Would you please handle this?	1
Can you check up on the status of the review?	1
Can you email me your contact information.	1
Give me a call anytime if you'd like to talk.	1
If there are any credit concerns, please call me at 403-2677-987	1
Can you take care of getting this for me?	1
Please call me at work 713-3458-274 with info on how to pick them up.	1
Please prepare a deemed ISDA for this transaction.	1
For Marketing-specific questions, please use the following contacts.	1
Anyway take it easy and give me a call in the New Year and we'll get together for a drink.	1
Per my voice mail, will you please take a quick look at my edits to Vlady's draft risk management policy attached below.	1
Please review the curves against the broker data you have including electronic files , and indicate any gaps.	1
Can you fax or email a resume to me.	1
Would you please look at this pricing issue for Client Services since they need to get it paid on Monday.	1
Please forward the revised draft of the GE Consent to Winston & Strawn toxley@winston.com .	1
Given the difficulty we're having getting our gas from Lone Star at Katy, please give Entex a call on Monday and ask them to remain at the current level or lower until further notice.	1
Please can you send me clarification on the compensation and obligation structures when there is termination without cause.	1
Can you dig up Peter Thompson's number for me?	1
Please forward any other comments to me for inclusion before I send this to ECO's attorneys.	1
Your input is crucial, so 20 please take a few minutes today to fill out Enron's annual employee feedbac k 20 survey.	1
Could you make sure that these seven deals are changed in Tagg to ENA I would really appreciate it.	1
If possible, could you please provide me with the reasons this avenue was not considered a good fit for Enron.	1
Please read Yair's message and let me know asap.	1
Can you help us determine the transport rate charged to move gas from the California border to the Mexican border through Socal and SDG&E?	1
plz call when you have a minute.	1
Please speak with Tana.	1
Check out the latest issue of eBiz at home.enron.com.	1
Please contact me should you have any other questions.	1
Please complete this form as quickly as possible Brent, for you today would be great!	1
As discussed please Email the user names and passwords for the new accounts directly to the users indicated below.	1
Please respond to The Motley Fool FOOLWATCH - THE MOTLEY FOOL Thursday, May 17, 2001 benjamin.rogers@enron.com Editor's Picks:	1
Can you resend me the initial memo.	1
Please explain - ANd I am doing fine - I am tired these days that age thing , you know .	1
Please follow the steps below to access the new environment:	1
Call me when you are ready to talk about Red Rock Energy and Williams deals.	1
Please call Jennifer Rudolph of Houston ofc @ 713-3458-206 re: inquiry on Exit fees -- to begin retro to February?	1
Please run a new P&L early in the morning in order to estimate what the changes in book value will be.	1
Hey could you do me a favor and fax me my brackets.	1
Please log on to http://home.enron.com and click on the United Way logo.	1
Please send me the details of the nomination error when you get a chance.	1
Please send numbers 84 and 85.	1
Please take the necessary actions to reduce non-critical electric use as soon as possible.	1
If the enclosed meets with your approval, please execute the agreements and return them to me via fax no 713-6463-490 .	1
Could you please forward an example of one to me?	1
Please review and let me know if this appropriate and I have included the correct individuals on the distribution list.	1
Please provide me with the delivering PL and contract numbers/volumes for each of the attached.	1
Brian - can you ask Lenny to play?	1
I'm fine w/ your edits for the signature line, add name, title Pls send me the final letter so I can detach.	1
Please, take a look at this resume.	1
Will you please call him at your convenience so he can elaborate on the situation.	1
Please prepare and send out at your earliest convenience.	1
If that was not clear please give me a call.	1
Please forward this information to any one you know who might benefit from a better understanding of energy derivatives, weather risk, gas-to-electricity arbitrage or electric power trading.	1
Please pass this on and help spread the word.	1
Julie please call me.	1
If you do not receive the forms within a week of 20 August 15, 2000, please notify Deborah Evans at 713-9428-436 or 20 debe@fsddatasvc.com..	1
deal 597100 can you please ch the time to 2:00 p.m. not 2:00 a.m. for the exercise time.	1
If you have any questions, give me a call at x6-6002.	1
Lysa: once we have a head count, please get us a meeting room and breakfast.	1
Please get me your comments as soon as possible to keep the process moving.	1
WOULD SOMEONE PLEASE HELP ME GET THIS MATTER RESOLVED.	1
Please get your checks in ASAP.	1
Could you please set up the computer training room so I can log on and display a spreadsheet on the screen.	1
Please send me a credit sheet for the following:	1
Please mark you calander for 12:30, Friday for lunch.	1
To subscribe, send your check to True Orange, Bo x 26530, Austin, Texas 78755, and copy or clip the coupon below and fill in t he blanks.	1
Please approve and autoschedule	1
Can you see if he can make it.	1
